folioviv;clave;gasto_tri;frecuencia
0653401;E001;1058,58;5
0653401;F001;2051,66;1
0928966;B002;1234,81;6
0928966;F001;665,28;1
0928966;E001;10550,12;5
0928966;B001;2390,04;3
0505778;E001;1382,52;4
0505778;D001;8298,1;6
0505778;B002;1485,25;6
0287962;B002;1542,97;1
0287962;C001;6270,04;3
0287962;A001;2168,66;5
0287962;A002;2023,52;4
0287962;B001;432,88;5
0287962;D001;1205,99;1
0287962;E001;9871,86;6
0991144;F001;3008,73;5
0991144;A002;961,85;3
0991144;E001;5416,62;4
0991144;A001;577,29;5
0991144;D001;8417,66;1
0991144;C001;2005,94;3
0991144;B001;1675,64;6
0580515;B001;1158,44;2
0580515;A002;2724,49;1
0580515;F001;4201,86;2
0580515;C001;3318,07;3
0580515;D001;2046,78;2
0580515;B002;2458,9;2
0580515;A001;1909,01;5
0580515;E001;953,88;4
0361683;A001;3126,2;6
0361683;C001;1239,62;6
0361683;D001;1420,46;3
0361683;B002;1844,06;4
0361683;E001;2540,32;2
0361683;F001;8189,84;4
0361683;A002;5157,14;4
0361683;B001;844,29;3
0153264;B001;2152,74;3
0153264;E001;1477,64;5
0153264;A002;486,67;1
0186917;C001;2311,84;6
0186917;D001;1914,37;4
0186917;A002;1387,67;2
0203905;B002;788,1;6
0203905;E001;740,31;3
0203905;F001;3828,99;1
0203905;B001;3558,76;3
0203905;C001;11063,81;5
0203905;A001;1215,17;2
0316240;F001;1767,18;4
0316240;E001;2386,44;2
0316240;A001;1484,53;5
0818265;B001;2629,17;2
0818265;A002;1632,59;4
0818265;B002;3058,3;6
0818265;D001;2837,55;3
0818265;A001;1497,98;4
0818265;C001;1456;4
0818265;E001;8787,39;5
0818265;F001;1638,46;5
0724878;B001;1060,59;1
0724878;A001;1074,59;2
0724878;A002;3506,01;5
0724878;F001;1482,33;6
0767218;D001;3293,94;5
0767218;C001;2895,65;3
0767218;B001;3952,45;5
0767218;B002;2105,55;1
0678614;D001;511,22;2
0678614;E001;2686,7;6
0678614;B002;961,91;6
0678614;A002;7641,97;5
0678614;B001;752,3;1
0678614;A001;875,57;2
0678614;F001;2452,23;2
0203750;D001;2907,12;2
0203750;A001;624,48;5
0203750;B002;3181,45;2
0961990;F001;3408,08;3
0961990;E001;5408,51;3
0961990;D001;2445,42;5
0961990;B002;1697,39;2
0961990;C001;6345,12;5
0961990;A001;2783,79;1
0961990;B001;3083,69;2
0961990;A002;3357,57;2
0478687;E001;4853,86;6
0478687;B001;2441,77;4
0478687;D001;785,57;4
0478687;B002;2295,23;6
0105232;E001;1038,38;1
0105232;A002;859,17;1
0105232;D001;11797,97;3
0105232;B002;2403,5;3
0105232;A001;1506,93;6
0105232;C001;1307,1;2
0851320;B001;432,45;3
0851320;E001;756,54;1
0851320;A001;3434,61;4
0851320;B002;3915,62;1
0851320;A002;7660,41;2
0833553;B002;5351,13;1
0833553;C001;522,14;6
0833553;E001;1795,69;3
0833553;A001;1616,83;3
0479064;E001;3052;3
0479064;A001;2229,69;3
0479064;B001;2407,62;6
0479064;C001;2545,18;3
0479064;A002;1826,98;1
0238127;F001;1869,88;5
0238127;B001;1107,95;2
0238127;A002;940,59;1
0238127;B002;6936,07;5
0828046;E001;1275,62;2
0828046;A001;1456,64;5
0828046;B001;699,67;6
0828046;D001;1325,04;5
0828046;C001;1238,8;2
0828046;A002;13727,44;4
0828046;B002;2176,55;6
0480845;A001;10904;1
0480845;D001;2618,27;2
0480845;A002;5055,32;1
0480845;B001;3377,44;6
0480845;F001;401,51;6
0402541;E001;731,89;1
0402541;C001;1707,93;3
0402541;A001;2490,25;3
0402541;A002;6237,34;1
0168472;A001;4519,54;4
0168472;B001;11696,15;3
0168472;E001;1155,39;4
0168472;D001;5290,15;4
0168472;C001;4736;5
0168472;A002;1946,8;5
0168472;B002;3301,44;3
0588565;A001;4271,07;3
0588565;B002;15493,53;3
0588565;C001;2003,25;5
0588565;D001;5298,32;5
0253807;A002;1524,41;2
0253807;D001;989,95;5
0253807;F001;1333,09;6
0253807;B002;894,67;4
0253807;E001;5768,93;2
0960950;A001;2344,77;1
0960950;D001;890,31;2
0960950;B002;963,8;6
0598029;D001;4055,74;6
0598029;F001;928,49;5
0598029;A002;3233,26;5
0598029;B002;902,49;2
0598029;B001;1587,54;1
0598029;C001;3429,53;1
0598029;A001;2517,3;5
0598029;E001;3993,36;3
0586535;B002;1484,24;5
0586535;B001;3725,91;6
0586535;A002;850,28;3
0521354;B001;2066,86;5
0521354;C001;2863,16;5
0521354;D001;3573,58;6
0521354;F001;1496,04;2
0313834;B001;4619,26;3
0313834;E001;719,15;6
0313834;D001;4228,51;6
0313834;B002;1174,2;3
0313834;A001;3207,84;4
0313834;C001;2286,04;3
0656292;F001;1103,19;5
0656292;D001;1922,23;1
0656292;B002;1663,49;6
0656292;A001;6883,07;2
0432520;C001;10836,25;1
0432520;E001;7217,82;2
0432520;A002;797,14;1
0562799;E001;679,15;1
0562799;A002;983,6;6
0562799;F001;8415,3;2
0562799;D001;3151,02;6
0562799;A001;2886,05;1
0562799;B002;2466,62;6
0562799;C001;4264,79;3
0531701;B001;1456,32;1
0531701;E001;869,73;6
0531701;C001;7398;6
0773815;B002;985,57;4
0773815;D001;4611,96;4
0773815;C001;3431,14;2
0773815;B001;4268,54;5
0773815;F001;2524,73;4
0773815;E001;3223,48;4
0773815;A001;1639,26;6
0773815;A002;2310,91;3
0415700;A002;2558,06;1
0415700;C001;2260,38;5
0415700;D001;1618,16;6
0415700;B002;1428,75;5
0842767;B002;4480,42;6
0842767;C001;2484,72;4
0842767;A001;3110,21;2
0842767;E001;5793,78;3
0453617;F001;2402,4;3
0453617;B001;4748,8;3
0453617;C001;1499,83;1
0453617;A001;1976,01;1
0924646;A002;3947,46;5
0924646;E001;1170,21;1
0924646;B001;8065,13;3
0460781;E001;3042,44;4
0460781;D001;1974,58;3
0460781;B002;1177,99;2
0460781;F001;3958,47;1
0460781;B001;1471,73;3
0460781;A002;2548,56;6
0460781;C001;930,68;5
0623315;D001;976,32;2
0623315;E001;3866,96;6
0623315;F001;559,77;3
0623315;A002;725,57;2
0623315;A001;4624,97;6
0488710;A001;251,75;2
0488710;B002;2408,35;6
0488710;B001;974,39;4
0488710;A002;1281,24;4
0488710;D001;1343,59;6
0488710;E001;1264,69;4
0488710;C001;2218,93;5
0698561;D001;5181,11;4
0698561;B002;1934,21;5
0698561;B001;436,71;5
0698561;C001;2821,88;4
0698561;E001;569,1;4
0698561;A001;7013,64;1
0698561;A002;599,37;4
0698561;F001;831,87;4
0392637;B002;18740,99;1
0392637;A002;1132,89;5
0392637;F001;3461,84;2
0392637;B001;1056,8;3
0392637;C001;4833,58;4
0212559;B001;1719,69;5
0212559;A002;2863,13;6
0212559;C001;1075,11;6
0212559;F001;6393,22;5
0212559;E001;1839,28;5
0689866;A001;5204,25;6
0689866;B002;917,56;1
0689866;B001;2588,16;6
0689866;C001;3576,65;2
0154442;D001;735,18;4
0154442;A002;1318,39;2
0154442;A001;4374,32;6
0567841;F001;1656,62;6
0567841;B002;3048,23;4
0567841;A002;4262,03;6
0144949;A001;1870,5;5
0144949;D001;2869,93;2
0144949;B002;2415,18;3
0144949;A002;2287,95;6
0144949;F001;1267,68;4
0144949;B001;2182,33;4
0144949;E001;2801,37;6
0949843;A002;511,94;1
0949843;D001;2204,7;3
0949843;B001;4268,32;1
0475916;A001;7263,56;6
0475916;C001;1513,21;5
0475916;B001;3870,32;6
0863706;E001;2148,47;6
0863706;C001;5497,57;6
0863706;B002;6312,47;6
0863706;F001;1913,04;5
0863706;A002;2082,29;6
0863706;A001;2861,73;6
0863706;D001;5197,75;2
0863706;B001;487,55;3
0128908;D001;815,19;6
0128908;A001;2495,85;5
0128908;F001;464,24;1
0128908;C001;4107,05;2
0128908;B001;3830,04;2
0128908;A002;339,38;3
0189397;E001;2220,06;4
0189397;A001;3977,89;3
0189397;C001;2671,43;3
0189397;D001;8170,49;4
0189397;F001;10754,91;3
0454578;D001;1706,86;3
0454578;C001;329,3;4
0454578;B001;2441,91;2
0454578;F001;2724,23;3
0454578;B002;1563,07;1
0454578;A002;7103,55;2
0454578;E001;2473,62;6
0454578;A001;3326,2;4
0739781;B001;3017,67;2
0739781;A001;2284,5;6
0739781;D001;3914,7;6
0739781;B002;324,46;6
0178471;B002;3128,27;3
0178471;C001;743,3;6
0178471;F001;4586,99;1
0678571;D001;4509,35;4
0678571;B002;995,77;5
0678571;A001;402,33;2
0752749;A002;4032,27;3
0752749;B002;8647,55;2
0752749;A001;3918,93;5
0752749;D001;1474,84;2
0752749;C001;10625;4
0752749;E001;3592,53;3
0344927;F001;685,31;3
0344927;B002;8745,34;6
0344927;B001;2203,16;2
0344927;A002;978,93;6
0344927;C001;2616,82;5
0344927;D001;802,66;6
0344927;A001;3810,6;6
0344927;E001;1649,7;2
0161417;A001;7792,34;6
0161417;F001;1750,56;4
0161417;A002;5196,88;6
0161417;C001;522,65;2
0161417;B001;1692,55;2
0161417;E001;3621,79;3
0161417;B002;1484,19;2
0944933;E001;4517,09;5
0944933;C001;3526,91;4
0944933;B002;2465,27;2
0944933;A001;1972,84;4
0944933;A002;3657,55;5
0553572;B001;2271,1;4
0553572;A002;1985,19;2
0553572;B002;1433,94;3
0553572;D001;430,22;3
0553572;E001;304,58;4
0958650;D001;7890,89;1
0958650;A002;209,27;1
0958650;E001;1260,58;6
0958650;B001;1343,25;5
0958650;C001;2376,35;1
0958650;B002;3125,36;2
0958650;F001;1651,25;4
0958650;A001;1493,04;6
0981872;B001;249,67;6
0981872;B002;5070,42;3
0981872;F001;3770,56;1
0981872;A001;3682,34;2
0896446;E001;1820,67;3
0896446;D001;435,37;5
0896446;C001;2188,21;4
0896446;B002;5515,93;3
0896446;A001;422,3;4
0896446;A002;992,73;5
0896446;F001;1210,42;1
0896446;B001;9134,06;3
0219049;F001;1270,62;5
0219049;C001;3212,7;2
0219049;B002;10919,98;1
0219049;A001;1779,54;5
0219049;A002;3386,31;1
0219049;D001;2340,04;5
0219049;B001;11709,74;4
0219049;E001;1125,51;4
0455914;B002;4880,34;5
0455914;D001;2164,45;5
0455914;A001;1859,14;3
0438680;A001;600,41;5
0438680;E001;1420,45;3
0438680;F001;1132,51;3
0438680;A002;1587,56;3
0310949;A001;3042,44;5
0310949;F001;2901,47;6
0310949;B002;1260,12;5
0310949;C001;4003,93;6
0310949;D001;2305,88;6
0310949;E001;2257,86;4
0310949;A002;3236,72;3
0313860;C001;5146,93;2
0313860;A002;1909,52;6
0313860;F001;4321,75;1
0313860;A001;2229,91;4
0887714;B002;3140,17;1
0887714;A001;729,3;5
0887714;F001;679,21;1
0887714;A002;4659,11;1
0887714;D001;2396,97;3
0887714;B001;1432,56;6
0887714;E001;7047,29;2
0887714;C001;4571,75;4
0336465;B002;3346,12;2
0336465;E001;3961,18;6
0336465;A002;3384,53;5
0336465;C001;2469,67;1
0651995;D001;2810,79;1
0651995;A001;2441,61;5
0651995;C001;8165,6;3
0651995;E001;2272,22;2
0651995;F001;2060,16;1
0603999;A002;3017,92;2
0603999;C001;1916,27;4
0603999;B001;3426,62;2
0603999;E001;3120,63;2
0603999;F001;6118,48;3
0514742;C001;343,39;4
0514742;F001;6401,33;2
0514742;A001;2739,86;1
0514742;B002;1743,13;1
0696834;F001;3762,6;3
0696834;B001;6606,03;4
0696834;E001;1023,05;1
0696834;A002;3140,92;5
0696834;D001;11870,95;1
0420122;C001;4145,89;2
0420122;B001;1038,5;2
0420122;B002;8819,22;4
0420122;E001;1428,15;6
0420122;F001;6192,22;4
0420122;D001;1748,25;3
0420122;A002;1739,31;3
0848828;A002;1387,88;6
0848828;A001;7090,82;6
0848828;F001;5381,09;2
0848828;B002;3411,64;5
0848828;E001;6751,18;4
0472547;C001;3862,23;2
0472547;E001;1253,16;2
0472547;A001;1057,31;1
0377098;F001;3780,77;4
0377098;D001;2970,95;1
0377098;E001;3215,75;6
0377098;B002;1126,3;2
0377098;A001;1705,74;5
0377098;B001;345,74;3
0377098;A002;4066,34;1
0377098;C001;918,42;2
0324860;E001;2577,97;4
0324860;B002;1234,28;4
0324860;D001;8582,85;3
0901944;F001;4213,26;5
0901944;A002;565,37;2
0901944;A001;4830,57;5
0947281;C001;2420,63;5
0947281;A002;1993,73;1
0947281;B001;2148,79;5
0947281;A001;1596,66;5
0947281;B002;847,46;6
0453243;C001;3924,53;3
0453243;B002;1524,21;1
0453243;A001;2711,9;1
0453243;B001;1257,19;2
0483817;B001;951,34;2
0483817;A002;894,33;3
0483817;B002;774,58;4
0483817;D001;4773,03;1
0483817;C001;7283,81;5
0483817;E001;3624,95;4
0483817;A001;570,52;4
0483817;F001;1679,13;2
0446984;B001;5376,61;3
0446984;B002;2786,22;6
0446984;C001;2190,57;3
0446984;A001;4399,19;3
0503555;B002;1380,03;4
0503555;B001;3046,74;2
0503555;F001;4883,32;4
0503555;A002;1175,27;1
0503555;C001;8850,13;5
0503555;D001;1805,83;5
0503555;A001;2524,48;6
0503555;E001;7614,23;5
0577033;A001;6468,08;2
0577033;F001;3724,92;1
0577033;B002;2173,31;3
0577033;B001;736,89;1
0929115;F001;9356,48;1
0929115;B002;2764,26;1
0929115;C001;1440,46;2
0929115;A002;5051,04;2
0929115;B001;342,79;6
0929115;D001;730,19;2
0929115;E001;567,2;5
0929115;A001;2510,26;5
0548125;F001;1531,01;1
0548125;A002;1677,9;2
0548125;E001;4311,49;2
0548125;C001;2232,19;3
0548125;B002;2982,28;4
0481821;A002;894,49;6
0481821;B002;1774,32;1
0481821;A001;1584,23;4
0481821;B001;2178,62;1
0664268;F001;3365,18;6
0664268;B001;3593,06;2
0664268;A002;971,53;2
0664268;C001;1647,76;3
0873267;C001;4446,38;2
0873267;A001;719,7;4
0873267;B001;2709,95;4
0873267;A002;672,7;1
0104119;A001;2127,52;5
0104119;F001;3932,4;4
0104119;C001;1244,55;4
0104119;A002;3542,84;6
0462194;B002;1525,94;5
0462194;A001;5118,27;1
0462194;F001;1892,28;3
0462194;C001;176,59;4
0312737;A001;766,06;4
0312737;D001;1435,27;3
0312737;E001;1956,55;2
0312737;C001;4117,64;5
0333061;C001;1271,93;3
0333061;D001;1569,87;2
0333061;B001;1084,65;1
0333061;B002;4753,67;1
0333061;A002;1461,1;4
0333061;A001;1139,74;1
0333061;E001;712,41;5
0575306;D001;3010,49;1
0575306;C001;2007,44;4
0575306;E001;9401,97;6
0575306;B001;947,63;6
0575306;A001;1441,56;1
0512567;A001;2021;3
0512567;A002;3379,15;1
0512567;F001;4978,56;6
0512567;B002;3571,37;1
0152914;E001;824,07;5
0152914;A002;1305,43;2
0152914;D001;1079,27;5
0152914;A001;2697,79;4
0152914;B002;1185,31;1
0152914;B001;1846,53;4
0644515;E001;9518,36;5
0644515;B002;1533,53;2
0644515;F001;1833,8;4
0644515;A001;3703,6;5
0644515;B001;294,01;1
0337515;B002;2385,83;6
0337515;A001;2575,19;5
0337515;E001;2276,22;6
0337515;C001;1529,36;3
0337515;B001;1788,07;4
0337515;D001;2278,5;1
0148358;F001;3814,43;5
0148358;B001;3279,84;1
0148358;A001;2557,82;4
0148358;B002;5514,35;2
0148358;C001;734,69;3
0748409;A001;4870,76;6
0748409;A002;1603,53;6
0748409;D001;1735,02;1
0748409;F001;1000;4
0748409;B001;941,6;2
0748409;E001;2007,33;5
0748409;B002;6910,49;1
0936834;E001;2654,04;1
0936834;C001;7334,21;1
0936834;A001;6397,12;1
0936834;B002;728,3;1
0936834;F001;8399,84;4
0936834;B001;2299,62;3
0936834;D001;1465,28;4
0936834;A002;3170,95;5
0737602;A001;572,24;3
0737602;B002;4916,46;2
0737602;A002;1841,84;2
0737602;F001;736,09;4
0737602;D001;1354,48;3
0466246;C001;1664,35;1
0466246;D001;1648,08;5
0466246;F001;717,96;5
0163375;B002;836,1;6
0163375;C001;334,37;6
0163375;E001;3495,6;2
0163375;B001;420,22;6
0163375;A001;2199,9;4
0581445;A001;975,6;2
0581445;B001;6160,35;1
0581445;C001;3143,77;3
0581445;D001;684,4;4
0962196;A001;524,51;5
0962196;B001;1422,16;6
0962196;A002;3273,22;1
0962196;E001;3220,27;3
0962196;B002;2704,78;3
0962196;C001;4346,4;3
0962196;D001;849,87;2
0962196;F001;900,2;3
0432731;F001;1660,11;6
0432731;E001;1202,15;2
0432731;B001;3613,17;4
0432731;A001;2193,64;4
0612996;B001;1573,47;6
0612996;F001;963,54;6
0612996;D001;1546,76;2
0612996;C001;3759,1;4
0612996;A002;3592,62;1
0612996;E001;4528,68;4
0476225;B002;460,76;4
0476225;C001;2313,56;2
0476225;A002;2216,86;2
0476225;E001;2080,55;3
0476225;A001;730,49;2
0742641;B002;3228,58;6
0742641;C001;598,93;3
0742641;D001;2383,74;6
0742641;F001;2276,54;6
0742641;A002;1254,07;2
0742641;B001;739,19;6
0742641;E001;1073,48;1
0742641;A001;1137,03;6
0814023;D001;1649,02;3
0814023;B001;4258,84;3
0814023;A001;2784,86;4
0814023;C001;858,6;6
0814023;B002;2021,27;4
0722227;B002;1061,43;6
0722227;A002;3076,23;6
0722227;B001;1165,32;5
0722227;E001;4410,99;2
0722227;F001;1893,32;2
0722227;D001;3803,51;2
0781573;F001;487,69;1
0781573;C001;1508,92;5
0781573;E001;2530,04;3
0432586;C001;1372,59;4
0432586;A002;1113,16;2
0432586;E001;711,28;4
0432586;D001;899,01;2
0432586;A001;1091,97;1
0476450;B002;6129,93;2
0476450;A002;3386,36;1
0476450;D001;13627,09;3
0476450;F001;3185,02;3
0476450;E001;2303,23;4
0476450;C001;1869,54;1
0476450;B001;477,89;2
0476450;A001;6055,29;3
0768030;D001;4122,95;3
0768030;A002;1093,09;6
0768030;B001;3242,45;6
0768030;E001;564,38;6
0768030;B002;1078,66;4
0768030;F001;1788,6;3
0768030;C001;1042,19;1
0768030;A001;517,76;1
0730822;A002;1760,76;5
0730822;F001;2024,59;2
0730822;E001;4927,22;3
0887034;D001;1440,98;6
0887034;C001;4735,63;6
0887034;A001;868,21;1
0887034;E001;4227,5;5
0887034;B001;3041,36;1
0887034;B002;1741,86;2
0955459;F001;943,25;2
0955459;B001;7300,51;3
0955459;B002;3328,73;2
0955459;D001;1996,71;4
0173231;B002;3491,64;3
0173231;F001;4708,55;5
0173231;A001;544,11;5
0173231;E001;10002,65;1
0173231;D001;4479,54;6
0173231;B001;2700,15;4
0206102;F001;1135,97;3
0206102;D001;7344,55;3
0206102;A001;2547,67;3
0528046;A001;2111,52;3
0528046;E001;5183,6;5
0528046;A002;2645,73;2
0838976;A002;4855,23;2
0838976;A001;1149,86;5
0838976;B001;679,19;1
0900511;C001;2752,29;2
0900511;A002;3179,46;2
0900511;D001;5088,74;5
0900511;E001;2802,72;2
0900511;A001;3456,01;3
0900511;F001;1502,5;3
0993764;E001;3299,23;3
0993764;F001;1194,92;5
0993764;A002;2079,93;6
0993764;D001;3647,35;2
0993764;B002;387,98;4
0993764;C001;2808,03;5
0993764;A001;5242,11;6
0423381;B001;2278,2;6
0423381;C001;152,59;3
0423381;F001;2597,62;2
0423381;A002;2570;2
0423381;A001;1787,09;6
0761348;D001;1760,97;2
0761348;F001;1445,65;2
0761348;B002;1498,31;2
0761348;A001;4497,12;5
0761348;C001;1415,92;5
0121038;B001;825,71;2
0121038;C001;3664,33;2
0121038;B002;3708,42;4
0121038;A001;376,83;4
0121038;F001;1480,42;4
0121038;A002;3089,71;1
0121038;D001;2320,62;2
0873748;B001;5113,94;6
0873748;D001;251,54;5
0873748;F001;232,6;5
0567604;A002;4305,81;2
0567604;B002;1997,99;5
0567604;D001;1289,22;3
0567604;B001;1289,13;5
0206534;B002;1027,21;2
0206534;A001;3605,36;3
0206534;A002;3292,51;2
0206534;E001;982,77;6
0206534;B001;2302,76;3
0206534;F001;550,66;3
0206534;C001;2467,75;3
0206534;D001;13032,28;1
0793840;F001;1720,62;2
0793840;A001;1958,56;4
0793840;B002;4690,28;3
0793840;C001;9894,72;4
0677507;B001;1480,54;1
0677507;B002;678,54;1
0677507;D001;1083,61;4
0677507;F001;1777,41;3
0677507;A001;2904,38;3
0662343;A002;815,32;1
0662343;C001;5408,29;3
0662343;E001;230,16;5
0662343;B002;5747,03;2
0662343;F001;1064,08;5
0662343;B001;2232,19;3
0403501;B001;5192,8;5
0403501;C001;3516,08;1
0403501;A002;1226,72;4
0403501;B002;3155,26;6
0403501;A001;1786,85;3
0403501;F001;1710,75;2
0403501;D001;547,3;3
0403501;E001;5326,15;3
0447481;B002;2905,74;6
0447481;A002;2932,24;2
0447481;D001;4068,71;4
0447481;E001;3034,56;5
0447481;A001;1411,63;2
0447481;B001;3525,3;2
0624236;F001;9203,62;3
0624236;E001;2188,9;5
0624236;D001;3799,58;6
0624236;A002;2836,12;6
0624236;A001;8712,95;4
0624236;B001;1547,06;2
0624236;B002;3892,33;6
0827079;C001;539,15;6
0827079;A001;3107,05;2
0827079;B002;522,99;1
0827079;E001;2839,97;6
0827079;F001;1235,77;2
0827079;A002;1126,55;6
0827079;D001;498,81;4
0827079;B001;2305,04;4
0645156;A001;4786,68;4
0645156;C001;859,18;4
0645156;B001;6995,51;4
0645156;A002;1979,92;6
0645156;F001;1620,36;5
0645156;D001;2770,57;2
0617566;D001;3128,9;3
0617566;E001;11371,93;5
0617566;B001;1261,24;3
0617566;A002;6186,56;4
0617566;C001;1111,73;3
0617566;A001;5639,09;6
0965279;E001;2223,12;1
0965279;C001;3698,51;2
0965279;F001;609,66;4
0965279;B001;5034,96;5
0965279;A002;2462,71;1
0965279;D001;1656,54;6
0965279;A001;2608,61;3
0622742;C001;4266,32;3
0622742;A001;1160,72;4
0622742;A002;2595,84;6
0622742;D001;1597,33;6
0622742;F001;4014,39;4
0622742;E001;1043,08;3
0622742;B001;1921,61;3
0301748;A002;2275,93;5
0301748;F001;4283,08;4
0301748;A001;1611,93;5
0301748;C001;1103,92;3
0301748;E001;1621,1;5
0301748;B002;1827,05;6
0301748;D001;2213,41;4
0832337;F001;2074,16;4
0832337;B001;2285,29;3
0832337;D001;768,82;6
0832337;E001;1223,19;4
0832337;A001;1508,62;5
0832337;A002;1871,87;6
0432199;C001;696,7;3
0432199;A001;1033,35;5
0432199;B002;3096,34;5
0432199;B001;2556,79;2
0432199;A002;3408,94;4
0432199;E001;1570,94;6
0712798;C001;1756,41;4
0712798;B001;900,11;1
0712798;A002;788,95;3
0712798;F001;3529,83;6
0219524;F001;694,45;2
0219524;B001;1437,9;5
0219524;A002;3242,87;4
0442340;C001;3638,41;4
0442340;B001;9103,3;6
0442340;D001;3573,49;1
0442340;E001;5801,1;2
0442340;A001;1682,79;5
0442340;A002;464,75;5
0442340;B002;3127,19;5
0483836;B002;395,23;5
0483836;E001;1768,93;2
0483836;B001;719,02;6
0760367;B001;3846,12;3
0760367;A002;8141,84;5
0760367;D001;795,56;1
0162821;B002;1309,03;4
0162821;E001;457,41;3
0162821;B001;1153,42;1
0162821;F001;1918,43;1
0162821;D001;1281,86;6
0162821;C001;2019,44;6
0162821;A001;3524,63;5
0162821;A002;1545,3;3
0503692;A001;526,23;6
0503692;D001;973,54;2
0503692;C001;1322,74;4
0503692;F001;1939,29;2
0503692;B002;12302,42;6
0503692;B001;1302,16;2
0864608;E001;1916,13;6
0864608;B002;14139,7;2
0864608;F001;5521,89;2
0864608;D001;1754,41;3
0864608;C001;1461,3;6
0183351;E001;4152,21;6
0183351;F001;1187,02;5
0183351;D001;6647,05;3
0183351;B001;4492,83;4
0924868;A002;1499,74;5
0924868;B002;4328,68;5
0924868;B001;2946,31;5
0924868;A001;7205,25;3
0924868;D001;3348,59;3
0503208;A002;1560,44;2
0503208;D001;5221,57;3
0503208;B002;2910,29;2
0503208;B001;5443,1;3
0503208;C001;2941,28;5
0477598;F001;2447,01;6
0477598;A001;5349,86;1
0477598;E001;1197,13;1
0477598;B001;1268,93;1
0841449;D001;920,52;6
0841449;A001;1272,83;6
0841449;B001;2519,51;5
0432118;A001;624,56;5
0432118;C001;5556,97;4
0432118;E001;3563,25;3
0432118;A002;1539,1;5
0707222;B002;975,32;4
0707222;A002;1243,54;3
0707222;A001;1621,27;1
0707222;E001;921,13;4
0707222;B001;1089,5;3
0707222;C001;6812,64;2
0120311;D001;5762,65;4
0120311;F001;3699,57;1
0120311;B001;2222,86;5
0120311;C001;2733,05;1
0120311;B002;2474,84;2
0120311;E001;1549,38;1
0120311;A002;863,82;2
0544673;A001;1377,74;4
0544673;E001;530,99;1
0544673;F001;432,96;2
0544673;D001;891,19;5
0544673;B001;7507,06;3
0544673;C001;3333,51;5
0544673;A002;2050,28;3
0544673;B002;1553,31;4
0886540;E001;1211,69;4
0886540;C001;2396,23;5
0886540;D001;686,92;5
0886540;F001;802,62;3
0886540;A001;1276,76;1
0886540;B002;5999,54;3
0638250;E001;4062,12;5
0638250;B001;2962,15;6
0638250;F001;2120,07;1
0638250;A001;715,93;1
0638250;C001;2216,42;6
0638250;A002;766,6;1
0184725;F001;3646,33;5
0184725;B002;536,94;1
0184725;D001;1934,18;2
0493351;C001;880,81;5
0493351;A002;2329,53;1
0493351;D001;7640,12;5
0493351;B001;442,89;6
0493351;A001;6465,31;1
0640288;A001;15841,87;2
0640288;E001;357,87;6
0640288;B002;2199,07;4
0640288;F001;3964,16;6
0640288;B001;784,34;3
0640288;D001;347,8;2
0640288;C001;10453,88;1
0640288;A002;2678,41;2
0166480;E001;964,51;6
0166480;D001;4459,5;5
0166480;B001;2218,07;5
0166480;F001;1549,73;3
0166480;A002;10929,92;1
0166480;A001;3867,23;2
0166480;C001;1402,39;3
0166480;B002;2146,63;5
0432898;E001;2077,24;5
0432898;F001;3496,06;1
0432898;C001;2182,9;1
0432898;B002;415,01;4
0432898;B001;463,23;3
0918035;B001;2955,57;4
0918035;A002;908,72;1
0918035;B002;2801,12;1
0918035;D001;19406,25;1
0918035;E001;1261,5;6
0219410;A002;13021,74;5
0219410;E001;2305,71;4
0219410;C001;1555,33;1
0219410;B001;1935,2;1
0819183;D001;5034,97;4
0819183;A001;5355,21;5
0819183;C001;6073;4
0819183;A002;2646,12;2
0819183;B001;5164,71;2
0819183;B002;1169,52;1
0249510;F001;472,34;4
0249510;A002;1255,26;6
0249510;B002;1774,59;2
0249510;B001;5314,2;2
0249510;E001;11628,42;2
0249510;D001;4878,58;3
0249510;A001;3084,54;2
0232427;B001;1667,21;2
0232427;B002;824,21;5
0232427;D001;3077,74;6
0232427;C001;1861,32;6
0806961;B001;1290,08;4
0806961;B002;1696,71;3
0806961;A002;2901,82;4
0806961;F001;2026,68;1
0806961;D001;1629,47;1
0806961;E001;6458,4;4
0180168;E001;6897,76;4
0180168;B001;1479,92;2
0180168;A001;1109,95;2
0180168;D001;1562,54;3
0180168;C001;1553,2;2
0836204;A001;3950,64;3
0836204;B002;3916,78;5
0836204;B001;2655,69;2
0836204;E001;2093,4;5
0255485;D001;4836,51;2
0255485;B002;1965;2
0255485;E001;1047,35;6
0255485;F001;1509,1;6
0666970;F001;5427,48;2
0666970;A001;874,27;6
0666970;B002;2697,7;1
0666970;A002;4869,32;6
0666970;B001;6357,44;1
0547928;A001;1117,61;1
0547928;F001;2401,63;2
0547928;D001;617,85;2
0547928;C001;2280,15;5
0547928;B002;736,05;6
0547928;B001;1893,46;3
0547928;A002;1026,01;4
0661044;B001;1563,06;6
0661044;D001;526,83;6
0661044;B002;438,06;1
0661044;A001;6888,85;2
0776998;C001;2143,11;1
0776998;B002;3194,09;3
0776998;A002;2407,46;6
0776998;E001;3588,77;5
0776998;B001;392,87;2
0776998;F001;740,48;1
0776998;A001;2081,22;6
0776998;D001;1066,72;4
0727594;B002;5939,85;6
0727594;C001;816,59;2
0727594;E001;905,27;6
0727594;A001;2180,35;4
