folioviv|numren|parentesco|sexo|edad|nivel_esc|ing_trab|factor
0503555|1|1|1|46|3|4091.46|232
0503555|2|2|2|63|1|0|232
0503555|3|3|2|35|2|0|232
0577033|1|1|1|55|3|6671.03|614
0577033|2|2|1|30|4|5441.25|614
0577033|3|3|2|33|5|20350.03|614
0929115|1|1|2|75|4|20563.01|799
0929115|2|2|2|81|2|10524.26|799
0548125|1|1|2|85|3|3127.42|121
0548125|2|2|2|67|1|2637.07|121
0548125|3|3|2|24|3|3068.94|121
0548125|4|3|1|32|1|n.d.|121
0548125|5|3|1|27|3|0|121
0481821|1|1|2|84|2|10117.67|949
0481821|2|2|2|67|5|5899.21|949
0481821|3|3|1|11|2|0|949
0664268|1|1|1|41|2|1906.74|981
0873267|1|1|1|66|0|0|300
0873267|2|2|2|79|1|3911.93|300
0873267|3|3|2|2|3|0|300
0873267|4|3|1|30|5|5581.37|300
0873267|5|3|2|14|1|0|300
0873267|6|3|2|8|2|0|300
0873267|7|4|2|4|4|0|300
0104119|1|1|2|61|1|2837.26|307
0104119|2|2|2|56|5|18553.72|307
0104119|3|3|1|26|1|0|307
0104119|4|4|2|13|2|0|307
0462194|1|1|1|74|5|14277.45|699
0462194|2|2|2|53|4|16907.14|699
0462194|3|3|1|7|1|0|699
0312737|1|1|1|39|2|2098.02|248
0312737|2|2|1|29|4|0|248
0312737|3|4|1|15|4|6257.13|248
0312737|4|3|1|15|2|2489.25|248
0312737|5|3|2|18|2|3419.32|248
0312737|6|3|1|35|4|3633.67|248
0333061|1|1|2|27|2|2295.43|446
0333061|2|2|2|87|5|35073.15|446
0333061|3|4|2|6|2|0|446
0333061|4|3|1|9|1|0|446
0575306|1|1|1|88|5|28506.85|1319
0575306|2|2|1|56|1|2133.47|1319
0575306|3|4|2|18|2|3151.54|1319
0575306|4|4|2|2|2|0|1319
0575306|5|3|1|30|0|5062.11|1319
0512567|1|1|1|71|4|20437.74|1108
0512567|2|2|1|72|1|0|1108
0512567|3|3|2|1|2|0|1108
0152914|1|1|1|75|2|0|321
0152914|2|2|2|67|1|3414.13|321
0644515|1|1|1|75|2|0|1283
0644515|2|2|1|28|4|6353.16|1283
0644515|3|3|2|7|5|0|1283
0337515|1|1|1|63|5|8294.78|383
0337515|2|2|1|29|2|1025.03|383
0148358|1|1|2|82|2|0|576
0148358|2|2|1|88|3|0|576
0148358|3|3|2|18|4|1565.57|576
0148358|4|4|2|40|2|0|576
0748409|1|1|1|71|1|5069.02|868
0748409|2|2|2|27|1|955.47|868
0748409|3|3|1|15|2|1735.88|868
0936834|1|1|1|78|2|0|1231
0936834|2|2|1|48|3|1388.08|1231
0936834|3|3|1|32|3|2402.37|1231
0936834|4|3|1|37|1|0|1231
0737602|1|1|1|68|3|14804.88|346
0466246|1|1|1|51|2|5377.35|243
0466246|2|2|1|76|1|1403.92|243
0466246|3|3|1|27|0|653.96|243
0466246|4|3|2|32|1|877.71|243
0163375|1|1|1|76|3|6066.88|915
0163375|2|2|2|46|1|0|915
0581445|1|1|1|67|3|7113.02|1031
0581445|2|2|2|55|2|2590.39|1031
0581445|3|3|1|37|1|1051.22|1031
0581445|4|3|1|26|4|2495.38|1031
0962196|1|1|1|30|1|894.42|800
0962196|2|2|2|45|4|4783.52|800
0432731|1|1|1|68|2|0|1106
0432731|2|2|1|40|2|2238.3|1106
0432731|3|3|1|36|3|7364.97|1106
0612996|1|1|2|85|3|20082.03|596
0612996|2|2|1|38|2|0|596
0612996|3|3|1|20|3|4036.28|596
0476225|1|1|1|40|5|0|993
0476225|2|2|2|65|3|n.d.|993
0476225|3|3|1|36|4|4294.63|993
0476225|4|3|1|28|2|3470.07|993
0476225|5|3|2|23|3|2510.5|993
0742641|1|1|2|50|2|1899.93|1301
0742641|2|2|2|80|2|10306.54|1301
0742641|3|3|2|29|2|2043.17|1301
0814023|1|1|2|59|1|2285.97|488
0814023|2|2|2|65|2|5687.96|488
0814023|3|3|2|35|5|7844.4|488
0722227|1|1|1|35|4|11456.6|974
0722227|2|2|1|31|4|4752.95|974
0722227|3|3|2|25|4|8804.2|974
0722227|4|4|1|16|2|3042.19|974
0781573|1|1|1|38|5|3839.1|616
0781573|2|2|1|88|2|11063.51|616
0781573|3|3|2|6|1|0|616
0432586|1|1|2|48|4|5319.89|994
0432586|2|2|1|81|0|3336.13|994
0432586|3|3|2|32|4|14130.72|994
0432586|4|4|1|2|3|0|994
0432586|5|3|2|23|2|4761.16|994
0432586|6|3|2|23|1|1263.24|994
0476450|1|1|1|37|3|3521.98|1175
0768030|1|1|1|38|2|2085|262
0768030|2|2|2|55|3|0|262
0768030|3|3|2|12|2|0|262
0730822|1|1|2|71|2|0|612
0730822|2|2|2|70|0|5378.01|612
0730822|3|3|1|5|3|0|612
0730822|4|3|1|32|1|0|612
0730822|5|3|2|31|2|0|612
0887034|1|1|1|27|1|1210.03|837
0887034|2|2|1|59|2|0|837
0887034|3|3|2|18|3|3184.46|837
0887034|4|3|2|31|1|1879.43|837
0887034|5|3|2|12|3|0|837
0955459|1|1|2|50|2|5432.26|830
0955459|2|2|2|28|4|3829.83|830
0955459|3|3|1|38|2|1911.99|830
0955459|4|3|1|25|2|0|830
0173231|1|1|1|54|2|0|1166
0173231|2|2|1|74|2|15734.36|1166
0206102|1|1|1|77|4|n.d.|670
0206102|2|2|1|28|4|3794.75|670
0206102|3|3|2|27|0|n.d.|670
0528046|1|1|2|38|2|5061.9|990
0838976|1|1|1|79|2|7341.58|549
0838976|2|2|1|54|3|4006.49|549
0838976|3|4|2|1|1|0|549
0838976|4|3|2|35|4|9472.27|549
0838976|5|3|2|8|5|0|549
0900511|1|1|1|48|2|3293.48|147
0900511|2|2|1|76|4|0|147
0900511|3|3|1|25|3|7564.84|147
0900511|4|3|1|22|4|5504.82|147
0993764|1|1|1|55|4|5915.47|779
0993764|2|2|2|31|2|1645.22|779
0423381|1|1|2|59|1|0|618
0423381|2|2|1|32|2|0|618
0423381|3|3|2|10|3|0|618
0761348|1|1|2|37|2|1392.13|96
0761348|2|2|2|74|3|6044.93|96
0761348|3|3|2|37|1|2271.03|96
0121038|1|1|2|59|3|0|1230
0121038|2|2|2|49|4|10069.51|1230
0121038|3|3|2|21|1|2104.24|1230
0121038|4|3|2|12|5|0|1230
0121038|5|3|2|10|5|0|1230
0873748|1|1|1|45|2|3641.63|1380
0567604|1|1|1|35|0|1674.41|676
0567604|2|2|2|77|0|4032.81|676
0206534|1|1|1|78|0|2856.99|1192
0206534|2|2|2|32|2|11762.72|1192
0793840|1|1|2|34|1|2950.23|1364
0793840|2|2|1|75|0|2516.99|1364
0793840|3|3|1|999|5|13156.88|1364
0793840|4|3|1|29|3|4378.33|1364
0677507|1|1|2|63|2|6455.77|1264
0677507|2|2|1|66|4|11395.22|1264
0677507|3|3|1|27|1|4553.3|1264
0677507|4|3|2|7|1|0|1264
0662343|1|1|1|31|2|4092.33|1219
0662343|2|2|2|41|1|2884.67|1219
0403501|1|1|1|54|4|11461.93|517
0403501|2|2|1|70|0|6068.54|517
0447481|1|1|1|58|1|2286.11|186
0447481|2|2|1|67|2|3842.76|186
0447481|3|3|1|8|3|0|186
0624236|1|1|1|32|1|1278.45|1004
0624236|2|2|2|84|2|14090.56|1004
0624236|3|3|2|20|5|7658.33|1004
0624236|4|3|1|11|0|0|1004
0624236|5|3|2|11|3|0|1004
0827079|1|1|1|57|2|n.d.|251
0645156|1|1|2|83|3|21773.74|308
0645156|2|2|1|58|4|6077.7|308
0645156|3|3|1|3|3|0|308
0617566|1|1|2|41|5|5804.93|403
0617566|2|2|1|46|3|4069.34|403
0617566|3|3|2|6|3|0|403
0965279|1|1|1|47|3|0|1036
0965279|2|2|2|78|3|0|1036
0965279|3|3|1|16|3|2929.19|1036
0965279|4|4|1|30|1|3650.65|1036
0965279|5|3|1|4|2|0|1036
0622742|1|1|1|52|1|4446.64|113
0622742|2|2|1|37|5|6534.34|113
0622742|3|3|2|38|2|0|113
0622742|4|3|2|25|2|3052.9|113
0301748|1|1|1|83|0|8064.41|896
0301748|2|2|2|44|1|1881.89|896
0301748|3|4|2|2|1|0|896
0301748|4|3|1|30|0|0|896
0301748|5|4|1|33|1|3257.12|896
0832337|1|1|1|84|2|11366.65|241
0832337|2|2|2|48|5|0|241
0832337|3|3|1|15|1|2266.67|241
0832337|4|3|2|27|3|3048.94|241
0432199|1|1|1|30|2|999.12|1127
0712798|1|1|2|44|4|2257.94|1333
0712798|2|2|2|33|1|2063.84|1333
0219524|1|1|2|30|3|4043.9|128
0219524|2|2|2|999|3|15074.69|128
0219524|3|3|1|17|3|0|128
0442340|1|1|1|28|1|2598.37|571
0442340|2|2|2|39|3|3964.42|571
0442340|3|3|2|18|0|898.31|571
0442340|4|3|1|17|4|5179.24|571
0442340|5|3|2|1|2|0|571
0483836|1|1|1|74|3|2915.31|87
0483836|2|2|2|84|2|7424.07|87
0483836|3|3|2|3||0|87
0760367|1|1|1|56|3|0|160
0162821|1|1|2|82|2|7866|191
0162821|2|2|1|54|3|3949.25|191
0162821|3|3|1|13|3|0|191
0162821|4|3|2|7|2|0|191
0162821|5|3|1|18|2|3310|191
0162821|6|3|2|32|3|3972.81|191
0162821|7|3|1|32|2|1270.7|191
0503692|1|1|1|58|2|4578.19|322
0503692|2|2|2|46|3|0|322
0864608|1|1|2|71|3|3811.08|678
0183351|1|1|1|64|5|46490.66|749
0183351|2|2|1|31|2|2651.4|749
0924868|1|1|1|56|4|0|1127
0924868|2|2|2|71|1|2386.37|1127
0924868|3|3|2|31|1|0|1127
0503208|1|1|1|31|5|6383.65|174
0503208|2|2|1|46|2|2979.2|174
0503208|3|3|1|37|1|2161.93|174
0503208|4|3|2|14|1|0|174
0503208|5|3|2|29|2|0|174
0477598|1|1|2|53|3|3464.98|139
0477598|2|2|2|61|2|2185.84|139
0477598|3|3|1|1|3|0|139
0841449|1|1|1|31|3|2185.83|844
0841449|2|2|2|63|3|6703.15|844
0841449|3|3|2|4|1|0|844
0841449|4|3|1|4|5|0|844
0841449|5|3|1|24||2360.2|844
0841449|6|3|1|22|5|10753.41|844
0841449|7|3|1|13|1|0|844
0432118|1|1|1|46|4|7811.85|1201
0707222|1|1|2|88|4|21383.56|793
0707222|2|2|1|34|0|n.d.|793
0707222|3|3|1|24|2|4894.81|793
0120311|1|1|1|75|2|5742.33|935
0120311|2|2|1|72|3|12904.71|935
0120311|3|4|2|4|1|0|935
0544673|1|1|2|61|1|4103.61|983
0544673|2|2|2|49|3|9646.88|983
0544673|3|4|1|10|1|0|983
0544673|4|3|1|7|1|0|983
0544673|5|3|1|35|2|4655.39|983
0886540|1|1|1|41|2|1886.22|443
0886540|2|2|1|57|2|5953.8|443
0886540|3|3|2|17|1|812.4|443
0886540|4|3|2|39|0|1434.76|443
0638250|1|1|2|44|3|4773.97|1064
0184725|1|1|1|81|2|6242.03|1177
0184725|2|2|2|72|1|0|1177
0184725|3|3|1|40|3|3477.65|1177
0184725|4|3|1|36|2|3968.8|1177
0184725|5|3|1|19|1|2513.78|1177
0184725|6|3|1|12|2|0|1177
0184725|7|3|1|9|2|0|1177
0493351|1|1|2|80|5|19088.88|947
0493351|2|2|2|36|2|2717.12|947
0640288|1|1|1|54|1|1370.3|558
0640288|2|2|2|50|4|0|558
0640288|3|3|1|0|4|0|558
0166480|1|1|2|58|2|2675.17|855
0166480|2|2|2|999|2|11008.49|855
0166480|3|4|2|20|1|2052.9|855
0432898|1|1|1|68|1|3087.92|1201
0432898|2|2|1|52|0|0|1201
0432898|3|3|1|34|3|0|1201
0432898|4|3|2|38|2|3240.45|1201
0432898|5|3|2|31|1|1799.48|1201
0918035|1|1|1|75|2|3733.49|255
0918035|2|2|1|71|1|0|255
0918035|3|3|2|30|4|0|255
0219410|1|1|1|59|5|27772.45|231
0219410|2|2|1|85|1|6286.5|231
0819183|1|1|1|43|4|0|668
0819183|2|2|2|58|1|0|668
0819183|3|3|2|40|3|2666.11|668
0249510|1|1|2|79|4|14919.68|762
0232427|1|1|1|87|3|0|653
0232427|2|2|1|69|5|0|653
0232427|3|3|1|3|2|0|653
0806961|1|1|2|32|3|3009.71|1309
0180168|1|1|2|61|2|3642.71|358
0180168|2|2|2|41|2|1882.66|358
0180168|3|3|1|40|0|990.97|358
0180168|4|3|2|28|3|0|358
0180168|5|4|2|22|1|909.51|358
0836204|1|1|1|73|3|0|1094
0836204|2|2|2|27|3|1912.03|1094
0836204|3|4|2|37|2|1341.19|1094
0836204|4|3|2|25|1|2063.01|1094
0255485|1|1|2|51|1|2427.47|664
0255485|2|2|2|76|1|2800.26|664
0255485|3|3|2|1|5|0|664
0666970|1|1|1|84|3|7327.72|1241
0666970|2|2|2|70|2|4977.5|1241
0547928|1|1|1|27|3|0|193
0547928|2|2|2|88|3|5983.09|193
0547928|3|3|1|5|3|0|193
0661044|1|1|1|37|4|22072.63|458
0661044|2|2|1|68|5|0|458
0776998|1|1|2|37|3|2384.05|926
0727594|1|1|1|39|0|909.41|782
0727594|2|2|2|47|2|6138.04|782
0727594|3|4|1|1|3|0|782
0588067|1|1|1|85|2|5293.27|406
0588067|2|2|2|26|3|3042.36|406
0588067|3|3|1|10|4|0|406
0588067|4|3|1|12|0|n.d.|406
0200181|1|1|1|80|1|0|866
0200181|2|2|1|34|1|1403.1|866
0200181|3|3|2|13|2|0|866
0200181|4|3|2|24|1|0|866
0143376|1|1|1|999|3|6560.94|491
0143376|2|2|1|55|1|3449.24|491
0621829|1|1|1|35|0|1361.16|178
0621829|2|2|2|29|2|2680.37|178
0621829|3|3|2|23|1|0|178
0611252|1|1|1|39|2|1193.89|653
0611252|2|2|2|76|3|9514.96|653
0611252|3|3|2|20|3|0|653
0611252|4|3|1|35|3|3052.15|653
0732013|1|1|2|41|2|3662.59|190
0732013|2|2|1|71|2|2966.67|190
0880496|1|1|2|70|5|9206.99|782
0880496|2|2|1|37|0|1296.18|782
0880496|3|3|1|36|1|2918.07|782
0880496|4|3|2|4|3|0|782
0833430|1|1|1|87|2|3704.82|406
0833430|2|2|1|39|1|3031.25|406
0833430|3|3|1|2|3|0|406
0950037|1|1|1|63|3|2472.68|704
0950037|2|2|2|56|4|6271.1|704
0950037|3|3|2|23|1|815.69|704
0979039|1|1|1|25|2|2491|943
0979039|2|2|1|87|4|0|943
0979039|3|3|2|13|2|0|943
0979039|4|3|1|26|2|977.72|943
0979039|5|4|2|23|2|4065.16|943
0467373|1|1|2|57|3|5889.88|328
0467373|2|2|1|39|4|32397.53|328
0467373|3|3|1|1|2|0|328
0467373|4|3|2|21|1|3391.65|328
0467373|5|3|2|36|1|0|328
0467373|6|4|1|36|4|3301.34|328
0467373|7|4|2|39|3|0|328
0512675|1|1|1|65|4|17873.66|862
0237575|1|1|2|28|2|0|187
0237575|2|2|2|83|4|25536.56|187
0237575|3|3|2|3|1|0|187
0293758|1|1|1|76|5|34169.04|304
0293758|2|2|2|50|2|2855.85|304
0293758|3|3|1|27|2|1680.91|304
0110709|1|1|2|30|1|2441.46|1147
0110709|2|2|1|67|3|7989.34|1147
0510362|1|1|1|28|2|0|912
0510362|2|2|1|25|2|2422.66|912
0757677|1|1|1|33|3|1952.55|1196
0757677|2|2|1|87|2|7798.05|1196
0757677|3|3|1|36|4|7943.95|1196
0757677|4|3|2|9|4|0|1196
0321246|1|1|2|77|3|9837.17|1006
0321246|2|2|1|30|1|1879.47|1006
0321246|3|4|1|16||0|1006
0705588|1|1|1|46|4|6997.29|284
0705588|2|2|1|29|2|1554.83|284
0705588|3|4|1|13|3|0|284
0705588|4|4|2|13|5|0|284
0705588|5|3|1|18|1|2849.55|284
0953955|1|1|1|61|4|9066.21|116
0953955|2|2|1|52|2|1435.46|116
0953955|3|3|1|36|2|1492.69|116
0932083|1|1|1|39|2|7103.44|1364
0932083|2|2|2|32|2|4301.96|1364
0932083|3|4|2|12|3|0|1364
0967556|1|1|2|74|2|5083.26|1030
0967556|2|2|1|51|2|3535.52|1030
0967556|3|4|1|4|4|0|1030
0967556|4|4|1|21|2|0|1030
0691494|1|1|2|40|2|2325.04|1241
0691494|2|2|1|26||2186.29|1241
0691494|3|3|2|15|0|606.47|1241
0238064|1|1|2|73|3|8256.14|98
0238064|2|2|2|72|1|3177.69|98
0238064|3|3|2|10|2|0|98
0238064|4|3|2|39|2|0|98
0674374|1|1|1|78|4|7650.82|419
0674374|2|2|2|64|3|7763.41|419
0955571|1|1|2|71|1|5199.67|432
0955571|2|2|2|73|4|12698.03|432
0955571|3|3|2|29|3|1796.09|432
0955571|4|3|1|40|2|9801.59|432
0955571|5|4|1|9|1|0|432
0955571|6|3|1|9|1|0|432
0487651|1|1|1|80|1|5501.97|1210
0487651|2|2|1|87|1|3730.98|1210
0487651|3|3|1|17|3|3815.63|1210
0487651|4|3|1|15|3|2970.7|1210
0487651|5|4|2|34|2|3970.33|1210
0487651|6|3|2|0|1|0|1210
0955676|1|1|1|87|2|11897.09|439
0955676|2|2|2|49|2|2148.47|439
0955676|3|3|1|6|3|0|439
0958558|1|1|2|79|0|4333.05|304
0958558|2|2|1|80|4|0|304
0905464|1|1|1|79|1|0|1151
0905464|2|2|2|67|4|7048.39|1151
0905464|3|3|2|29|3|7244.29|1151
0905464|4|3|1|33|4|5077.16|1151
0616046|1|1|1|25|4|3470.55|345
0616046|2|2|1|85|2|15645.7|345
0616046|3|4|2|31|2|3019.18|345
0616046|4|3|2|23|1|0|345
0616046|5|3|2|3|2|0|345
0839474|1|1|2|75|3|9884.47|862
0839474|2|2|2|43|2|4199.12|862
0839474|3|3|1|24|5|14567.72|862
0690411|1|1|1|55|2|0|230
0690411|2|2|2|33|4|0|230
0690411|3|3|2|28|3|0|230
0316155|1|1|1|73|4|11954.83|346
0316155|2|2|2|73|5|21264.18|346
0316155|3|3|2|19|3|6716.76|346
0316155|4|4|1|32|3|8875.41|346
0316155|5|3|2|3|1|0|346
0950440|1|1|1|72|1|3153.09|563
0950440|2|2|1|85|3|11158.35|563
0454499|1|1|2|80|4|0|981
0454499|2|2|2|67|1|2855.66|981
0454499|3|4|2|25|4|0|981
0454499|4|4|2|0|1|0|981
0733584|1|1|2|34|1|0|741
0947525|1|1|2|31|1|611.27|1302
0947525|2|2|2|37|1|1103.53|1302
0947525|3|3|1|24|5|8719.61|1302
0927459|1|1|1|53|2|5855.09|423
0927459|2|2|1|26|1|0|423
0691404|1|1|2|42|2|5447.29|947
0160328|1|1|2|65|2|4166.34|717
0160328|2|2|1|76|1|0|717
0160328|3|3|1|27|3|4771.15|717
0989857|1|1|2|39|1|2104.75|1153
0989857|2|2|1|33|1|1486.92|1153
0989857|3|3|2|4|2|0|1153
0560106|1|1|2|60|3|6699.31|161
0560106|2|2|1|25|4|2085.14|161
0560106|3|3|2|25|3|1993.51|161
0560106|4|3|1|23|1|861.61|161
0560106|5|3|2|15|2|1273.96|161
0714798|1|1|1|74|1|0|1277
0714798|2|2|2|55|2|0|1277
0714798|3|3|1|8|3|0|1277
0714798|4|4|2|19|1|1366.05|1277
0714798|5|3|1|19|1|1179.03|1277
0714798|6|3|2|31|4|6868.69|1277
0981075|1|1|2|30|2|2402.82|711
0981075|2|2|2|59|2|4856|711
0981075|3|3|1|28|1|1383.39|711
0215190|1|1|1|32|1|1211.91|1062
0139001|1|1|1|28|3|4294.31|517
0139001|2|2|1|86|3|15090.08|517
0139001|3|3|2|16|4|3632.81|517
0570497|1|1|2|43|3|3311.52|820
0570497|2|2|1|54|4|7954.56|820
0570497|3|4|2|12|3|0|820
0570497|4|3|1|9|4|0|820
0570497|5|3|2|34|1|1691.59|820
0269315|1|1|2|54|4|0|326
0269315|2|2|1|38|3|7773.47|326
0569859|1|1|1|81|1|0|902
0569859|2|2|1|82|5|21866.9|902
0569859|3|3|2|19|4|3004.02|902
0569859|4|3|2|8|1|0|902
0569859|5|3|1|33|2|0|902
0569859|6|4|2|39|5|0|902
0569859|7|3|2|13|3|0|902
0319599|1|1|2|45|3|4503.72|895
0319599|2|2|1|67|2|6030.02|895
0319599|3|3|2|9|4|0|895
0285799|1|1|1|70|2|5571.78|1362
0285799|2|2|1|28|0|1229.27|1362
0285799|3|4|2|11|1|0|1362
0307932|1|1|1|56|4|25757.54|974
0307932|2|2|2|41|5|7955.06|974
0307932|3|3|2|20|2|0|974
0307932|4|4|2|17|4|6075.5|974
0307932|5|3|1|7|1|0|974
0747504|1|1|1|55|4|28461.22|393
0107850|1|1|2|68|1|2298.05|330
0107850|2|2|2|25|4|0|330
0107850|3|3|1|31|1|0|330
0107850|4|3|2|31|4|0|330
0107850|5|3|1|24|1|1015.4|330
0205642|1|1|2|85|4|13789.8|583
0205642|2|2|1|24|3|5438.38|583
0827147|1|1|1|72|4|8366.55|504
0827147|2|2|2|30|1|0|504
0827147|3|3|1|1|4|0|504
0827147|4|3|2|4|0|0|504
0827147|5|3|2|11|2|0|504
0827147|6|3|2|6|2|0|504
0721197|1|1|2|86|5|69793.87|679
0721197|2|2|1|63|2|3116.5|679
0721197|3|3|2|36|4|4646.21|679
0968572|1|1|2|80|2|0|583
0968572|2|2|2|64|2|2932.59|583
0968572|3|4|1|8|1|0|583
0118281|1|1|2|79|4|9102.55|1113
0118281|2|2|2|84|3|24628.04|1113
0118281|3|3|2|2||0|1113
0217038|1|1|1|36|3|2082.53|888
0217038|2|2|2|38|3|5482.19|888
0217038|3|3|2|16|3|3760.91|888
0169184|1|1|2|78|2|0|1041
0169184|2|2|2|47|2|3320.18|1041
0169184|3|3|2|1|5|0|1041
0169184|4|3|2|7|2|0|1041
0447278|1|1|1|68|4|9311.09|939
0447278|2|2|1|70|2|5748.66|939
0447278|3|3|2|18|2|0|939
0447278|4|3|1|8|4|0|939
0140043|1|1|1|85|4|0|267
0967260|1|1|1|30|2|1857.21|858
0967260|2|2|2|53|4|3932.56|858
0967260|3|3|2|20|1|1548.62|858
0967260|4|3|1|31|1|0|858
0967260|5|3|1|26|3|5687.29|858
0812709|1|1|1|66|2|5900.75|793
0812709|2|2|1|35|3|1580.1|793
0812709|3|3|1|38|4|4263.36|793
